include,title,description,keywords,type,type_title,type_subtype,publication_date,conceptdoi,conceptrecid,doi,id,authors,language
NO,The Swedish Taxonomy Initative & Biodiversity Infrastructure,"The Swedish Species Information Centre (ArtDatabanken, SSIC) at the Swedish University of Agricultural Sciences (SLU) accumulates, analyses and disseminates information concerning Swedish species, habitats and ecosystems. The SSIC hosts the Swedish Taxonomy Initiative (STI) and produces the Swedish Red List. In addition, the SSIC is the leading partner within the Swedish LifeWatch (SLW) consortium, which cooperates with the Biodiversity Atlas Sweden (BAS) and the Living Atlas Community.

The SSIC provides an open access biodiversity reporting and analysis infrastructure including for example the Swedish Species Observation System (artportalen.se), the Swedish taxonomic backbone (dyntaxa.se) and tools for species information including traits, terminology and species determination (artfakta.se). All systems, including the SLW Analysis Portal (analysisportal.se), rely on recognized standards to ensure interoperability and consist of databases, API:s and portals. The Artportalen platform now contains >69 000 000 georeferenced observations, along with 1 300 000 images, video or sound, of some 32 000 species from Sweden. The data are harvested by SLW and the Global Biodiversity Information Facility (GBIF). In addition to reports from NGOs and the general public, which generate >90% of the observations, a rapidly increasing number of Swedish governmental authorities and agencies are using the platform to store regional and local species inventories collected by standardized scientific methods. There are sophisticated systems for validation and to secure data quality, and the records are used by scientists as well as by county and municipality councils as a principle biodiversity resource in environmental planning and decision making. Data concerning some species considered to be particularly sensitive to disturbance are classified and not openly available. These data can be accessed via a hierarchy of access levels so as to enable such classified data to available to, for example, environmental officers and to be used in management purposes The SSIC has just launched new API:s, modules for improved reporting of species checklists and invasive species, and a new platform aggregating the services in a single web interface and based on responsive design and specific interfaces for different users (artfakta.se). Improvements are also to be made in the infrastructure of the Swedish taxonomic backbone, which now contains data for almost all Swedish species (more than 275 000 scientific names and 62 000 species).

In 2002, when the Swedish Taxonomy Initiative (STI) was established, the SSIC was commissioned by the Swedish Parliament to identify all species of multicellular plants, fungi and animals in the country and to make the information available to scientists, conservationists and the public. The information is presented in the Artfakta platform and in a series of identification handbooks, The Encyclopedia of the Swedish Flora and Fauna. In addition, the STI supports barcoding activities, scientific courses and announces grants for museums and taxonomic research and inventories within poorly known organismal groups. The Swedish and Norwegian taxonomy initiatives work cooperatively to increase the collective knowledge of poorly known species and, as a result, more than 3 000 species new to Sweden and Norway have been found, approximately a third being new to science. The attempt to join forces between different Scandinavian counterparts via technical progress and to focus on digitalization and sharing information on species and communities from the same biogeographical region has proven a successful concept.","- Biodiversity infrastructure
- taxonomy
- species information
- determination keys
- Citizen Science",publication,Journal article,article,2019-06-18,,3256770,10.3897/biss.3.35747,3256771,"- Sjödin Skarp, Liselott",
NO,The Treasure of George Vernon Hudson,"George V. Hudson, born 1867 in London, developed a strong interest in nature when he was nine years old and began collecting insects. At the age of 13 he wrote and illustrated his first manuscript on insects.

In 1881 Hudson moved to New Zealand, where he worked as a clerk in the post office in Wellington until his retirement in 1919. However, he kept collecting, investigating and describing insects in his spare time, and was determined to present New Zealand's insect fauna to the general public. He was critical of the formal education system and provided alternative methods of learning through his books. His achievements place him among New Zealand's distinguished pioneer naturalists.

After Hudson's death in April 1946, his collection of insects, one of the largest and most valuable private collection in New Zealand, was donated to the Dominion Museum with the condition that it remained intact in its nine original cabinets. These are made from kauri and are full of neatly pinned in sects, Hudson invented his own coding system for labelling his specimens. The numbers that refer to each specimen were recorded in three volumes of register books, where he noted details about the samples. These registers are the only way we can understand the collection. However, since Hudson had a very idiosyncratic handwriting and wrote between lines when he ran out of space, his registers are very hard to read. Also, he changed names, deleted numbers of specimens that were given away and reused those numbers. In short, these registers were living documents that changed with the collection.

This collection is of immense scientific value and it has been well protected in climate-controlled conditions, although quite inaccessible for many years. Now, the kauri cabinets are secured to shelving units bolted to the floor and a wall. This provides protection against flooding and earthquake hazards. The registers and the specimens in the drawers are part of a digitisation program. All the information on the aging register pages were scanned in high resolution. It is now possible to magnify the writing and transfer the data into a database without touching the vulnerable originals. It is also possible to share the scanned pages with volunteers and experts, who can help deciphering Hudson's notes. The plan is to make some of the pages available online, as part of a citizen science project.","- Collection access and use
- Digitisation
- Volunteers",publication,Journal article,article,2018-06-13,,1294477,10.3897/biss.2.27006,1294478,"- Kasper, Julia
- Sirvid, Phil",
NO,The Turing Way: A how to guide for reproducible research,"Abstract: Reproducible research is necessary to ensure that scientific work can be trusted. Funders and publishers are beginning to require that publications include access to the underlying data and the analysis code. The goal is to ensure that all results can be independently verified and built upon in future work. This is sometimes easier said than done! Sharing these research outputs means understanding data management, library sciences, software development, and continuous integration techniques: skills that are not widely taught or expected of academic researchers. The Turing Way is a handbook to support students, their supervisors, funders and journal editors in ensuring that reproducible research is ""too easy not to do"". It includes training material on version control, analysis testing, and open and transparent communication with future users, and includes case studies and common ""gotchas"" for researchers to avoid. This project is openly developed and any and all questions, comments and recommendations are welcome at our github repository: https://github.com/alan-turing-institute/the-turing-way. In this talk, Kirstie Whitaker, lead developer of The Turing Way, will take you on a whirlwind tour of the chapters that already exist, the interactive demonstrations you can use and re-use for your own research, and the directions in which we're continuing to develop. All participants will leave the talk knowing that ""Every Little Helps"" when making their work reproducible, where to ask for help as they start or continue their open research journey, and how they can contribute to improve The Turing Way for future readers.

Bio: Kirstie Whitaker is a research fellow at the Alan Turing Institute and senior research associate in the Department of Psychiatry at the University of Cambridge. Her work covers a broad range of interests and methods, but the driving principle is to improve the lives of neurodivergent people and people with mental health conditions. Dr Whitaker uses magnetic resonance imaging to study child and adolescent brain development and participatory citizen science to educate non-autistic people about how they can better support autistic friends and colleagues. She is the lead developer of ""The Turing Way"", an openly developed educational resource to enable more reproducible data science. Kirstie is a passionate advocate for making science ""open for all"" by promoting equity and inclusion for people from diverse backgrounds, and by changing the academic incentive structure to reward collaborative working. She is the chair of the Turing Institute's Ethics Advisory Group, a Fulbright scholarship alumna and was a 2016/17 Mozilla Fellow for Science. Kirstie was named, with her collaborator Petra Vertes, as a 2016 Global Thinker by Foreign Policy magazine. You can find more information at her lab website: whitakerlab.github.io.",,presentation,Presentation,,2019-07-10,10.5281/zenodo.3292460,3292460,10.5281/zenodo.3292461,3292461,"- Whitaker, Kirstie",
NO,The Turing Way: A how to guide for reproducible research,"Description

Kirstie Whitaker's keynote talk at PyData London on The Turing Way: a lightly opinionated guide to reproducible data science. Openly developed and community-led, this online book curates resources, case studies and checklists to make reproducible research ""Too easy not to do"".

Abstract

Reproducible research is necessary to ensure that scientific work can be trusted. Funders and publishers are beginning to require that publications include access to the underlying data and the analysis code. The goal is to ensure that all results can be independently verified and built upon in future work. This is sometimes easier said than done! Sharing these research outputs means understanding data management, library sciences, software development, and continuous integration techniques: skills that are not widely taught or expected of academic researchers. The Turing Way is a handbook to support students, their supervisors, funders and journal editors in ensuring that reproducible research is ""too easy not to do"". It includes training material on version control, analysis testing, and open and transparent communication with future users, and includes case studies and common ""gotchas"" for researchers to avoid. This project is openly developed and any and all questions, comments and recommendations are welcome at our github repository: https://github.com/alan-turing-institute/the-turing-way. In this talk, Kirstie Whitaker, lead developer of The Turing Way, will take you on a whirlwind tour of the chapters that already exist, the interactive demonstrations you can use and re-use for your own research, and the directions in which we're continuing to develop. All participants will leave the talk knowing that ""Every Little Helps"" when making their work reproducible, where to ask for help as they start or continue their open research journey, and how they can contribute to improve The Turing Way for future readers.

Bio

Kirstie Whitaker is a research fellow at the Alan Turing Institute (London, UK) and senior research associate in the Department of Psychiatry at the University of Cambridge. Her work covers a broad range of interests and methods, but the driving principle is to improve the lives of neurodivergent people and people with mental health conditions. Dr Whitaker uses magnetic resonance imaging to study child and adolescent brain development and participatory citizen science to educate non-autistic people about how they can better support autistic friends and colleagues. She is the lead developer of The Turing Way, an openly developed educational resource to enable more reproducible data science. Kirstie is a passionate advocate for making science ""open for all"" by promoting equity and inclusion for people from diverse backgrounds, and by changing the academic incentive structure to reward collaborative working. She is the chair of the Turing Institute's Ethics Advisory Group, a Fulbright scholarship alumna and was a 2016/17 Mozilla Fellow for Science. Kirstie was named, with her collaborator Petra Vertes, as a 2016 Global Thinker by Foreign Policy magazine. You can find more information at her lab website: whitakerlab.github.io.",,presentation,Presentation,,2019-07-12,10.5281/zenodo.3333759,3333759,10.5281/zenodo.3333760,3333760,"- Whitaker, Kirstie",
NO,"The Unique Opportunities for Citizen Science, and How to Exploit Them","In order for citizen science to realize its full potential, it must press its unique advantages to open new areas of scientific inquiry beyond the traditional domains of academic science. This paper explores several strategies for accomplishing this in areas of community building, training of citizen science practitioners, and the question of publishing.",- Citizen Science,publication,Working paper,workingpaper,2018-04-16,10.5281/zenodo.1219216,1219216,10.5281/zenodo.1219217,1219217,"- Greaves, Sheldon",eng
NO,The USA National Phenology Network: A Framework for Delivery of Phenology Data Products on Multiple Spatiotemporal Scales,"The USA National Phenology Network (USA-NPN; www.usanpn.org) serves science and society by promoting a broad understanding of plant and animal phenology and the relationships among phenological patterns, climate, and environmental change. Data collected by citizen and professional scientists through Nature's Notebook – a national- scale, multi-taxa phenology observation program – serve USA-NPN's strategic goals of advancing science and informing decisions. The National Phenology Database currently houses over 10 million phenology observation records; these data are being used in a rapidly growing number of applications for science, conservation and resource management.  In addition, the USA-NPN produces and freely delivers maps of  both historic and contemporary, short-term forecasts of accumulated growing degree days and spring onset dates (based on the Extended Spring Indices) at fine spatial scale for the conterminous United States. These data products have utility for a wide range of natural resource planning and management applications, including scheduling invasive species and pest detection and control activities, determining planting dates, anticipating allergy outbreaks and planning agricultural harvest dates.

Accumulated growing degree day (AGDD) maps are produced because accumulated temperature is a strong driver of phenological transitions in plants and animals, including leaf-out, flowering, fruit ripening and migration. The Extended Spring Indices (SI-x) are based on predictive climate models for lilac and honeysuckle leaf and bloom which have been widely used to summarize the changes in the timing of spring onset, and have been chosen as national indicators of climate change impacts by the US Global Change Research Program and the Environmental Protection Agency.

Web services are available for both in-situ and geospatial data, and the USA-NPN is currently involved in multiple efforts to support the integration of phenology datasets. In this presentation, we will present an overview of the current status of USA-NPN phenology data products, data delivery tools, and explore the methods and possibilities of integrating USA-NPN data with outside datasets.","- phenology in-situ geospatial USA-NPN ""National Phenology Network"" ""web services"" ""AGDD"" ""Spring Index"" ""citizen science""",publication,Journal article,article,2017-08-11,,1140463,10.3897/tdwgproceedings.1.20188,1140464,"- Marsh, Lee",
NO,The use of avian museum specimen data in phenology studies: prospects and challenges,"Museum specimens offer a rich source of data on both long-term averages and temporal trends in organismal phenology. To date much of this work has focused on plants, but animal specimens are also useful in this regard. In particular, bird specimens may include data on age, gonad size and development, and molt, all of which are relevant to estimating breeding phenology. In addition, bird collections include nests and eggs, which are direct records of breeding. These data are some of the richest available for any vertebrate group, and the potential for integration with citizen-science-based data (e.g. eBird) is extremely promising. However, there are a number of challenges associated with use of these data, including biased geographic sampling, incomplete digitization, and non-uniform data standards, that currently limit their utility. In addition, methods for analysis of these data have not been well developed. Here, we outline informatics challenges associated with developing a database of avian gonad size data. In addition, we present a novel analytical framework for estimating phenology from such data (Fig. 1) that is broadly applicable to seasonal phenotype measurements.","- phenology
- birds
- gonad
- periodic regression",publication,Journal article,article,2017-08-15,,1140570,10.3897/tdwgproceedings.1.20324,1140571,"- Barker, Keith
- Wells, Michael
- Rowsey, Dakota",
NO,Tican Observatory Transient Survey - system overview,"In 2017 Tican Observatory started the sky survey program with aim to discover potentially hazardous asteroids and provide a follow-up observations for large sky surveys. As they started producing significant amount of data, the idea was to use their imagery for supernova search. During the Visnjan School of Astronomy 2018, group of high school students and their mentors started developing a pipeline for transient object search. Pipeline consists of 2 main parts: backend and frontend. Backend part is performing image acquisition, calibration and processing. The frontend part is used for visualization and classification of detected objects and events. The next step is to expand the search on other transient objects and to start citizen science project for transient object detection and classification.",,publication,Conference paper,conferencepaper,2018-10-06,10.5281/zenodo.1450612,1450612,10.5281/zenodo.1450613,1450613,"- Filip Novoselnik
- Ivica Skokic
- Matija Dodovic
- Selma Memic
- Sonja Skvorc
- Anton Macan
- Ivo Grgin
- Korado Korlevic
- Fran Hrzenjak",eng
,TICJ: An Application to Generate Transcendental Information Cascades,"Transcendental Information Cascades are a model based grounded on the assumption that there are meaningful relationships to be found in coincidence. With this research seeks to lay out foundations for a general theory of coincidence in information spaces, expanding on existing work on bursty structures in document streams and information cascades. Transcendental Information Cascades suit to represent the complexity of an information system by means of a static network that incorporates time and enable a novel way to quantify information diversity and information specificity. This has been proven useful to capture communication patterns in citizen science as well as hidden temporal structures in Wikipedia edit activity. Recent debates about our increasingly selective view to information - a result of content personalisation in search results and social network timelines due to the commercial interest of the social network providers - are a strong motivation for this kind of data analyses and information retrieval systems, which aim at avoiding the amplification of biases that lie in digital social structures (e.g. gender imbalances but also deliberate spread of misinformation).

References:

Luczak-Rösch, Markus, Tinati, Ramine and Shadbolt, Nigel (2015) When resources collide: towards a theory of coincidence in information spaces. In, WWW 2015 Companion, Florence, IT, 6pp. (doi:10.1145/2740908.2743973).

Luczak-Roesch, M., Tinati, R., Van Kleek, M. and Shadbolt, N., 2015, August. From coincidence to purposeful flow? properties of transcendental information cascades. In 2015 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM) (pp. 633-638). IEEE.","- data mining
- data science
- information theory
- network science",software,Software,,2016-11-07,,596772,10.5281/zenodo.165116,165116,- Markus Luczak-Roesch,
,To bee or not to bee: An annotated dataset for beehive sound recognition,"-- Dataset documentation --


1- Introduction

The present dataset was developed in the context of our work in [1] that focus on the automatic recognition of beehive sounds. The problem is posed as the classification of sound segments in two classes: Bee and noBee. The novelty of the explored approach and the need for annotated data, dictated the construction of such dataset.

2- Description

2.1- Audio recordings:

The annotated dataset was developed based on a selected set of recordings acquired in the context of two different projects: the Open Source Beehive (OSBH) project [2] and the NU-Hive project [3]. Both projects main goal is to develop a beehive monitoring system capable of identifying and predict certain events and states of the hive that are of interest to the beekeeper. Among many different variables that can be measured and that help the recognition of different states of the hive, the analysis and use of the sound the bees produce is a big focus for both projects.

The recordings from the OSBH project were acquired through a citizen science initiative which asked people from the general public to record the sound from their beehives together with the registering of the hive state at the moment. Because of the amateur and collaborative nature of this project, the recordings from the OSBH project present great diversity due to the very different conditions in which the signals were acquired: different recording devices used, different environments where the hives were placed, and even different position for the microphones inside the hive. This variety of settings makes this dataset a very interesting tool to help evaluate and challenge the methods developed.

The NU-Hive project is a comprehensive effort of data acquisition, concerning not only sound, but a vast amount of variables that will allow the study of bees behaviors and other unknown aspects. The selected recordings are taken from 2 hives and labeled regarding two states: queen bee is present, and queen bee not present. Contrary to the OSBH project recordings, the recordings from the NU-Hive project are from a much more controlled and homogeneous environment. Here the occurring external sounds are mainly traffic, car honks and birds.

The annotated dataset:

For each selected recording, time segments are labeled as Bee or noBee depending on the perceived source of the sound signal being from bees or external to the hive.

The whole annotated dataset consists of 78 recordings of varying lengths which make up for a total duration of approximately 12 hours of which 25% is annotated as noBee events.

About 60% of the recordings are from the NU-Hive dataset and represent 2 hives, the remaining are recordings from the OSBH dataset and 6 different hives. The recorded hives are from 3 main locations: North America, Australia and Europe.

 

2- Annotation procedure¶

The annotation procedure consists in hearing the selected recordings and marking the beginning and the end of every sound that could not be recognized as a beehive sound. The recognition of external sounds is based primarily on the perceived heard sounds, but a visual aid is also used by visualizing the log-mel frequency spectrum of the signal. All the above are functionalities offered by the Sonic Visualiser software, which was used by two volunteers that are neither bee-specialists nor specially trained in sound annotation tasks.

By marking these pairs of moments corresponding to the beginning and end of external sound periods, we are able to get the whole recording labeled into Bee and noBee intervals. Thus in the resulting Bee intervals only pure beehive sounds, (no external sounds) should be perceived for the entirety of the segment. The noBee intervals refer to periods where an external sound can be perceived (superimposed to the bee sounds).

 

File Structure:

Each audio file is coupled with its corresponding annotation file, identified by the same name and extension .lab.
For convenience, all the annotations are collected in a single master label file named beeAnnotations.mlf

The .lab files consist of : 

First row identifies the audio file to which the annotations refer to.
Each line after that describes an interval with starting time point, end time point and label. The time points are expressed in seconds.

Below is an example of such an annotation file: 

Hive3_20_07_2017_QueenBee_H3_audio_15_30_00
0 78.45 bee
78.46 78.95 nobee
78.96 103.92 bee
103.93 112.48 nobee
112.49 152.48 bee
.


This dataset is licensed under a Creative Commons Attribution 4.0 International License.
When using this dataset, please cite [1]:

[1] I. Nolasco and E. Benetos, “To bee or not to bee: Investigating machine learning approaches to beehive sound recognition,” in Workshop on Detection and Classification of Acoustic Scenes and Events (DCASE), 2018, submitted.

[2] “Open Source Beehives Project,” https://www.osbeehives.com/.

[3] S. Cecchi, A. Terenzi, S. Orcioni, P. Riolo, S. Ruschioni, and N. Isidoro, “A preliminary study of sounds emitted by honey bees in a beehive,” in Audio Engineering Society Convention 144, 2018.",,dataset,Dataset,,2018-07-25,10.5281/zenodo.1321277,1321277,10.5281/zenodo.1321278,1321278,"- Nolasco, Inês
- Benetos, Emmanouil",
NO,Towards a crowdsourced supervision of the analysis of user-generated geographic content: Engaging citizens in discovering urban places,"This paper presents a conceptual model and a proof-of-concept implementation of a novel approach to engage citizens in supervising the analysis of user-generated geographic content (UGGC). For example, UGGC allows insights into the (re-) production of urban spaces, promising new options for pro-active urban planning, citizen participation, and local empowerment. However, the unknown quality and high volume of UGGC require advanced filtering and classification procedures to be able to extract new knowledge and actionable intelligence. The complexity of some tasks and the increasing volume of UGGC often restrict the role of citizens to data providers. We argue that citizen should and can play a decisive role in the parameterization and training of deeper computational analysis of UGGC streams. The challenge is how to present geographical analysis problems to a crowd of human supervisors, and how to elicit responses and feed those back into the workflow. We propose a hybrid processing approach, which maps geographical problems into data mining and machine-learning tasks, presents analysis results to human supervisors, and uses the responses to improve the machine-learning and data mining. For the pilot study, we adapt an approach to find semantically distinct places in UGGC. The human supervisors rate the clustering of potentially similar geo-located photographs from the platform Flickr, and thereby help parametrize both the data mining of geospatial clusters, as well as the classification of similar images based on several ancillary attributes.","- crowdsourcing
- citizen science
- machine learning
- data mining
- user-generated geographic content
- Flickr
- urban places
- hybrid processing",publication,Preprint,preprint,2018-04-09,10.5281/zenodo.1215681,1215681,10.5281/zenodo.1215682,1215682,"- Frank O. Ostermann
- Gustavo Garcia-Chapeton
- Menno-Jan Kraak
- Raul Zurita-Milla",eng
NO,Towards a FAIR Data ecosystem,"This is a contribution (slides at https://doi.org/10.5281/zenodo.1299252 ) to the FAIR Data Panel at the ""Advancing Open Science in the EU and the US"" event taking place in Washington, DC, on July 27, 2018.
Further information:
-  about the event: https://www.wilsoncenter.org/event/advancing-open-science-the-eu-and-the-us .
- about the FAIR Principles: https://doi.org/10.1038/sdata.2016.18  .
- about the consultation of the FAIR Data Expert Group: https://github.com/FAIR-Data-EG/Action-Plan

A version of this talk has also been presented at the FORCE2018 Conference (cf. https://force2018.sched.com/ ) on 11 October 2018 in Montreal, based on the abstract at https://force2018.sched.com/event/F7uD/how-europe-can-make-fair-data-a-reality-an-action-plan .","- open data
- fair data
- open science
- citizen science
- research culture
- Europe
- United States",presentation,Presentation,,2018-06-27,10.5281/zenodo.1299251,1299251,10.5281/zenodo.1299252,1299252,- Daniel Mietchen,eng
NO,Towards an annual species distribution EBV for the United Kingdom,"A coherent framework for building Essential Biodiversity Variables (EBVs) is now emerging, but there are few examples of EBVs being produced at large extents. I describe the creation of a species distribution EBV for the United Kingdom, covering 5293 species from 1970-2015. The data product contains an annual occupancy estimate for every species in each year, each with a measure of uncertainty. I will describe the workflow to produce this data product. The data collation step bring togehter different sources of occurrence records; the data standardisation step harmonizes these records to a common spatio-temporal resolution. These data are then converted into a set of 'detection histories' for each species within each taxonomic group, before being passed to the occupancy-detection model. Outputs from this model are then summarised as 1000 samples from the postierior distribution of occupancy estimates for each species:year combination. I will also describe the infrastructure requirements to create the EBV and to update it annually. This endeavour has been made possible because the vast majority of the 34 million species records have been collated and curated by 31 taxon-oriented citizen science groups. I go on to describe the challenges of harmonizing and integrating these occurrence records with other data types, such as from systematic surveys, including count data. Such ""integrated models"" are statisitcally challenging, but now within reach, thanks to the development of new tools that make it possible to conceive of modelling everything, everywhere. However, a substantial and concerted effort is required to curate biodiversity data in a way that maximises their potential for the next generation of models, and for truly global EBVs.","- EBV
- occupancy model",publication,Journal article,article,2019-07-04,,3333086,10.3897/biss.3.37898,3333087,"- Isaac, Nick
- August, Tom
- Outhwaite, Charlie",
