include,source,title,authors,url,doi
NO,google scholar,Art and Intervention in the Stewardship of the Planetary Commons: Towards a Curatorial Model of Co-inquiry,N Triscott,https://core.ac.uk/download/pdf/132199134.pdf,
SI,google scholar,Assembling Open Hardware at CERN,LFR Murillo,https://files.osf.io/v1/resources/tqwef/providers/osfstorage/5b576633da105100109a83c5?action=download&version=1&direct&format=pdf,
NO,google scholar,Assessing effects of climate change on access to ecosystem services in rural Alaska,HS Cold,http://dspace31b.library.uaf.edu:8080/handle/11122/10279,
NO,zenodo,Astronomy and Open Science,"- Cruz, Maria J.",,10.5281/zenodo.2625108
SI,google scholar,AudioMoth: A low-cost acoustic device for monitoring biodiversity and the environment,AP Hill and P Prince and JL Snaddon and CP Doncaster and A Rogers,https://www.sciencedirect.com/science/article/pii/S2468067219300306,
NO,zenodo,Aurorasaurus Real-Time Citizen Science Aurora Data,"- Kosar, Burcu C.
- MacDonald, Elizabeth A.
- Case, Nathan A.
- Heavner, Matthew",,10.5281/zenodo.1255196
NO,google scholar,Automated high-frequency monitoring and research,CG McBride and KC Rose,https://link.springer.com/chapter/10.1007/978-3-319-93043-5_13,
NO,zenodo,Automated Identification of Citizen Science Observations for Ecological Studies,"- Bonnet, Pierre
- Botella, Christophe
- Munoz, François
- Monestiez, Pascal
- Chouet, Mathias
- Goëau, Hervé
- Joly, Alexis",,10.3897/biss.2.25450
NO,google scholar,Avoin tiede–Open Science–Mitä se on?,L Hiisivuori and ME Kuusniemi,https://helda.helsinki.fi/bitstream/handle/10138/170528/Avoin_tiede.pdf?sequence=1,
NO,google scholar,"b+ WSN: Smart beehive for agriculture, environmental, and honey bee health monitoring—Preliminary results and analysis",FE Murphy and M Magno and P Whelan…,https://ieeexplore.ieee.org/abstract/document/7133587/,
NO,google scholar,b+ WSN: Smart beehive with preliminary decision tree analysis for agriculture and honey bee health monitoring,F Edwards-Murphy and M Magno and PM Whelan…,https://www.sciencedirect.com/science/article/pii/S0168169916301235,
SI,google scholar,"Baby Cloud, a technological platform for parents and researchers",XN Cao and C Dakhlia and P Del Carmen and MA Jaouani…,https://hal.archives-ouvertes.fr/hal-01948107/,
NO,zenodo,Backyard Worlds: Planet 9,"- Kuchner, Marc J.
- Faherty, Jaqueline
- Schneider, Adam
- Meisner, Aaron
- Gagne, Jonathan
- Wisniewski, Jonathan
- Filipazzo, Joe
- Logsdon, Sarah
- Bardalez-Gagliuffi, Daniella",,10.5281/zenodo.1040917
NO,zenodo,Badania faunistyczne nad lądowymi pluskwiakami różnoskrzydłymi (Hemiptera: Heteroptera) w Polsce: rys historyczny i perspektywy [Faunistic researches on terrestrial true-bugs (Hemiptera: Heteroptera) in Poland: a historical background and perspectives],"- Gierlasiński Grzegorz
- Lis Barbara
- Rutkowski Tomasz",,10.5281/zenodo.2550100
NO,zenodo,Baseline Report on Drivers and Barriers in Data Sharing,"- Schäfer, Angela
- Pampel, Heinz
- Pfeiffenberger, Hans
- Dallmeier-Tiessen, Sunje
- Tissari, Satu
- Darby, Robert
- Giaretta, Krystina
- Giaretta, David
- Gitmans, Kathrin
- Helin, Heikki
- Lambert, Simon 
- Mele, Salvatore
- Reilly, Susan
- Ruiz, Sergio
- Sandberg, Marie
- Schallier, Wouter
- Schrimpf, Sabine 
- Smit, Eefke
- Wilkinson, Max
- Wilson, Michael",,10.5281/zenodo.8306
NO,zenodo,"Batumi Raptor Count: autumn raptor migration count data from the Batumi bottleneck, Republic of Georgia","- Wehrmann, Jasper
- de Boer, Folkert
- Benjumea, Rafa
- Cavaillès, Simon
- Engelen, Dries
- Jansen, Johannes
- Verhelst, Brecht
- Vansteelant, Wouter M.G.",,10.3897/zookeys.836.29252
NO,google scholar,"Beebots-a-lula, where's my honey?: design fictions and beekeeping",L Edwards and D Maxwell and T Pillatt…,https://dl.acm.org/citation.cfm?id=2993924,
NO,google scholar,"Beekeepers usage of IoT: Data collection, sharing and visualization in the domain of beekeeping.",BEA Zetterman,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1249224,
NO,zenodo,Belgian baseline distribution of invasive alien species of Union concern (Regulation (EU) 1143/2014),"- Adriaens, Tim
- Barbier, Yvan
- Branquart, Etienne
- Coupremanne, Maxime
- Desmet, Peter
- Devisscher, Sander
- Van Hoey, Stijn
- Vanderhoeven, Sonia
- Verreycken, Hugo
- Prevot, Céline",,10.5281/zenodo.1288628
NO,google scholar,Benefits of Establishing Makerspaces in Distributed Development Environment,B Shahzad and K Saleem,https://link.springer.com/chapter/10.1007/978-3-319-77028-4_79,
NO,google scholar,Better Outreach to Engage Stakeholders,PB Design and ABSPM STK,http://preview.mayorsinnovation.org/images/uploads/pdf/MIPSection4_StakeholderEngagement.pdf,
NO,google scholar,Between Freedom and Regulation: Investigating Community Standards for Enhancing Scientific Robustness of Citizen Science,AB Suman,https://link.springer.com/chapter/10.1007/978-94-6265-279-8_3,
NO,google scholar,Beyond consenting nerds,P Troxler,http://www.petertroxler.net/wp-content/uploads/2015/11/Internetversie-Peter-Troxler.pdf,
NO,google scholar,Big brother for bees (3B)—Energy neutral platform for remote monitoring of beehive imagery and sound,FE Murphy and M Magno and L O'Leary and K Troy…,https://ieeexplore.ieee.org/abstract/document/7184943/,
NO,google scholar,Bio-optical retrieval algorithm for the optically shallow waters of the Great Lakes,AD Korosov and DV Pozdnyakov and RA Shuchman…,https://digitalcommons.mtu.edu/mtri_p/73/,
NO,zenodo,Biochar NET-2-U-2. Negative Emission Technologies are nice to the environment part two.,"- Hood-Nowotny, Rebecca
- Ziss, Elisabeth
- Wawra, Anna
- Watzinger, Andrea",,10.5281/zenodo.2653638
NO,zenodo,Biochar NET-2-U. Negative Emission Technologies are nice to the environment.,"- Hood-Nowotny, Rebecca
- Ziss, Elisabeth
- Wawra, Anna
- Watzinger, Andrea",,10.5281/zenodo.2653621
NO,google scholar,BioCoder,OSB Consumables and BB Minipreps,http://www.academia.edu/download/35148846/BioCoderSummer2014.pdf,
NO,zenodo,BioCollect - A modern cloud application for standards-base field data recording,"- Brenton, Peter",,10.3897/biss.2.25439
NO,zenodo,"Biodiversity data mining from Argus-eyed citizens: the first illegal introduction record of Lepomis macrochirus macrochirus Rafinesque, 1819 in Japan based on Twitter information","- Miyazaki, Yusuke
- Teramura, Akinori
- Senou, Hiroshi",,10.3897/zookeys.569.7577
NO,zenodo,"Biodiversity Portal of the Northern Part of West Siberia, Russia","- Filippova, Nina
- Filippov, Ilya
- Ivanova, Natalya",,10.3897/biss.3.37067
NO,google scholar,Biohacking: Gentechnik aus der Garage,H Charisius and R Friebe and S Karberg,,
NO,google scholar,Biología de garaje y Medicina,MJ Charcos Valero,http://rua.ua.es/dspace/bitstream/10045/54649/1/tesis_charcos_valero.pdf,
NO,google scholar,"Biologie et médecine «do-it-yourself»-Histoire, pratiques, enjeux",M Meyer,http://www.medecinesciences.org/en/articles/medsci/full_html/2018/06/medsci180123s/medsci180123s.html,
NO,google scholar,Bionetworking over DNA & food: Critical design probe for nutrigenomics,D Kera,http://www.academia.edu/download/30429065/Kera_Ext-Abstract-1.pdf,
NO,google scholar,Biopunk: Solving Biotech's Biggest Problems in Kitchens and Garages,M Wohlsen,,
NO,google scholar,"Bits, Atoms, and Information Sharing: new opportunities for participation",SCMF Mota,https://run.unl.pt/handle/10362/14505,
NO,google scholar,Blockchain technology and open source sensor networks,RPG Tech and KEK Neumann and W Michel,https://www.researchgate.net/profile/Manuel_Moritz/publication/311776114_Konferenzband_zur_1_interdisziplinaren_Konferenz_zur_Zukunft_der_Wertschopfung/links/585a648408ae64cb3d4a9b06/Konferenzband-zur-1-interdisziplinaeren-Konferenz-zur-Zukunft-der-Wertschoepfung.pdf#page=131,
NO,google scholar,Blockchain-Technologie und Open-Source-Sensornetzwerke,RPG Tech and KEK Neumann and W Michel,https://link.springer.com/chapter/10.1007/978-3-658-20265-1_8,
NO,google scholar,Blog/News,SM PI and R Rommel and G Jacquez–BioMedware and M O'Neill…,http://www.biomedware.com/blog/page/3/,
NO,google scholar,"Book review:'Thoughts on Open Innovation', edited by Shane Coughlan",K Kärkkäinen,http://www.ifosslr.org/index.php/ifosslr/article/download/92/166,
NO,zenodo,BrainBox: A co-editing platform for neuroimaging data.,"- Heuer, Katja
- Ghosh, Satrajit S.
- Robinson Sterling, Amy
- Toro, Roberto",,10.5281/zenodo.1344388
NO,google scholar,"Break, Make, Retake: Interrogating the Social and Historical Dimensions of Making as a Design Practice",Y Boeva,https://yorkspace.library.yorku.ca/xmlui/handle/10315/35785,
NO,google scholar,Buen Conocer/FLOK Society,D Vila-Viñas and XE Barandiaran,https://www.researchgate.net/profile/Xabier_Barandiaran/publication/282218378_Ciencia_Investigacion_colaborativa_participativa_y_abierta/links/560827db08ae5e8e3f3a88ec/Ciencia-Investigacion-colaborativa-participativa-y-abierta.pdf,
NO,zenodo,"Building a baseline for habitat-forming corals by a multi-source approach, including Web Ecological Knowledge","- Di Camillo, Cristina Gioia
- Ponti, Massimo
- Bavestrello, Giorgio
- Krzelj, Maja
- Cerrano, Carlo",,10.1007/s10531-017-1492-8
NO,zenodo,Building an Accounting System for Russian Federation Biological Resources: Birds,"- Kalyakin, Mikhail
- Tomkovich, Pavel
- Koblik, Eugeny
- Red'kin, Yaroslav
- Voltzit, Olga",,10.3897/biss.3.36614
NO,google scholar,Building and becoming: DIY music technology in New York and Berlin,LE Flood,https://academiccommons.columbia.edu/doi/10.7916/D8W95918,
SI,zenodo,Building and hacking open source hardware,"- Monachino, Simone
- McDermott, Eric James
- Maia Chagas, Andre",,10.3897/rio.4.e31701
NO,google scholar,Bürger,V Wittpahl,https://link.springer.com/chapter/10.1007/978-3-662-55796-9_1,
NO,zenodo,C-AQM: A CROWD-SOURCED AIR QUALITY MONITORING SYSTEM,"- Parès, M.E.
- Vázquez-Gallego, F.",,10.5194/isprs-archives-XLII-4-491-2018
NO,google scholar,Call for Papers for a Special Issue of the,K Conboy and J Feller and D Schlagwein,https://static.springer.com/sgw/documents/1580868/application/pdf/3b2b_ppl_jit_31_2_cfp.pdf,
NO,google scholar,Call For Papers: Special Issue on the many modes of Citizen Science,D Kasperowski and C Kullenberg,https://sciencetechnologystudies.journal.fi/announcement/view/91,
NO,zenodo,Cammini LTER: walking and cycling with citizens across Italian ecosystems,"- Bergami, Caterina
- Campanaro, Alessandro
- Criscuolo, Laura
- D'Alelio, Domenico
- Dattolo, Emanuela
- De Lazzari, Amelia
- L'Astorina, Alba
- Oggioni, Alessandro
- Pugnetti, Alessandra
- Rogora, Michela",,10.5281/zenodo.1578166
NO,zenodo,"Capacity building for Intergovernmental Platform for Biodiversity and Ecosystem Services (IPBES). Final report 2014: Indo- Norwegian pilot project on capacity building in biodiversity informatics for enhanced decision making, improved nature conservation and sustainable development.","- Frank Hanssen
- Vinod B. Mathur
- Vidya Athreya
- Vijay Barve
- Rupa Bhardwaj
- Louis Boumans
- Mandy Cadman
- Vishwas Chavan
- Mousumi Ghosh
- Arild Lindgaard
- Øystein Lofthus
- Fridtjof Mehlum
- Bivash Pandav
- Girish Arjun Punjabi
- Alberto González Talaván
- Gautam Talukdar
- Nils Valland
- Roald Vang",,10.5281/zenodo.999027
NO,google scholar,Caracterização de sensores e abrigos meteorológicos de baixo custo,MPP Freitas,https://www.lume.ufrgs.br/handle/10183/180974,
NO,google scholar,"Care and the construction of hacker identities, communities, and society",AL Toombs,https://scholarworks.iu.edu/dspace/handle/2022/20880,
NO,google scholar,Caring for a displacement in meeting formats,TS Criado and N Calvillo,http://www.academia.edu/download/36642846/Caring_for_a_displacement_in_meeting_formats-libre.pdf,
NO,zenodo,Cartesian coordinate robot for dispensing fruit fly food,- Matt Wayland,,10.5281/zenodo.846812
NO,google scholar,Case studies of on-line participatory platforms,T Castellani and D D'Orazio and A Valente,https://core.ac.uk/download/pdf/33156751.pdf,
NO,google scholar,Casi di studio di piattaforme partecipative on-line,T Castellani and D D'Orazio and A Valente,http://eprints.bice.rm.cnr.it/11882/,
SI,google scholar,Cave pearl data logger: A flexible Arduino-based logging platform for long-Term monitoring in harsh environments,PA Beddows and EK Mallon,https://www.mdpi.com/1424-8220/18/2/530,
NO,google scholar,Cellular and Molecular Probing of Intact Transparent Human Organs,S Zhau and MI Todorov and R Cai and H Steinke and E Kemter and E Wolf…,https://www.biorxiv.org/content/10.1101/643908v1.abstract,
NO,zenodo,Cephalopod ID Guide for the Mediterranean Sea,"- Drerup, Christian
- Cooke, Gavan",,10.5281/zenodo.2589226
NO,zenodo,Cephalopod ID Guide for the North Sea,"- Drerup, Christian
- Cooke, Gavan",,10.5281/zenodo.2589266
NO,zenodo,Cephalopod ID Guide for the North-East Atlantic,"- Drerup, Christian
- Cooke, Gavan",,10.5281/zenodo.2589228
NO,google scholar,CERN Bulletin,M East,http://cds.cern.ch/record/1370098/files/2011-28-29-E-web.pdf,
NO,zenodo,CERN Open Hardware Survey 2017,"- Kauttu, Pietari
- Murillo, L. F. R.",,10.5281/zenodo.3354621
NO,zenodo,cescalara/l2trigger_hw_testbench v1.0,- Francesca,,10.5281/zenodo.3301720
NO,google scholar,Challenges in complex systems science,M San Miguel and JH Johnson and J Kertesz and K Kaski…,https://link.springer.com/article/10.1140/epjst/e2012-01694-y,
NO,google scholar,"Challenges in sustaining, supporting and enhancing long term collaborative relationships between HEIs and CSOs working on community based learning and …",S McCann,http://eprints.teachingandlearning.ie/2897/,
NO,google scholar,Changes in Allergen Specific Immunoglobulins and Basophil Sensitivity During Subcutaneous Immunotherapy in Grasspollen Allergic Subjects: PhD …,JM Schmid,http://danskallergi.dk/wp-content/uploads/Johannes-Schmid-phd.pdf,
NO,google scholar,Chapter six fablearn fablab makered experimental laboratories: Towards a discussion of a theory of maker education from a brazilian,RBE SILVA and L MERKLE,https://books.google.com/books?hl=es&lr=&id=pBRUDgAAQBAJ&oi=fnd&pg=PA107&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=gMsU1Ys2Ig&sig=7da_8gYzgaHQXeOPFPz3eKpD6aI,
NO,google scholar,Characterizing hacking: Mundane engagement in US hacker and makerspaces,SR Davies,https://journals.sagepub.com/doi/abs/10.1177/0162243917703464,
NO,google scholar,Ciência Aberta: correntes interpretativas e tipos de ação│ Open Science: interpretive trends and types of action,S Albagli and A Clinio and S Raychtock,http://revista.ibict.br/liinc/article/view/3593,
NO,google scholar,Ciência cidadã por meio de estações modulares: construindo as condições para um monitoramento meteorológico colaborativo,LS Alves,https://www.lume.ufrgs.br/handle/10183/177609,
NO,zenodo,Ciencia ciudadana como emprendimiento de la ciencia abierta: el riesgo del espectáculo de la producción y el acceso al dato,- Julieta Piña Ramires,,10.6084/m9.figshare.7295456
NO,zenodo,Ciencia ciudadana como emprendimiento de la ciencia abierta: el riesgo del espectáculo de la producción y el acceso al dato,"- Piña Romero, Julieta",,10.6084/m9.figshare.7284140
NO,google scholar,"Ciencia ciudadana, TIC y fabricación digital en el diseño de la ciudad resiliente. El caso del Parque de la Milla Digital de Zaragoza CS, ICT and DF in city …",L Monaco,https://upcommons.upc.edu/bitstream/handle/2117/130692/BOOK-2018-030.pdf#page=142,
NO,google scholar,"Ciencia: Investigación colaborativa, participativa y abierta",XE Barandiaran and D Vila-Viñas…,https://book.floksociety.org/ec/1-2-ciencia-investigacion-colaborativa-participativa-y-abierta/,
NO,zenodo,CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea,"- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692
